"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.5,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.91,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",963.29,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",133.89,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.87,"provisorisch"
"2024-01-04T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.19,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.56,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",64.06,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.92,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",218.64,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.11,"provisorisch"
"2024-01-04T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.26,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.53,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",63.37,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.34,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",179.46,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",254.6,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.25,"provisorisch"
"2024-01-04T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.38,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.74,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.87,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962.8,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",132.95,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.56,"provisorisch"
"2024-01-04T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.01,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.94,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",62.37,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.43,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",223.68,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.89,"provisorisch"
"2024-01-04T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.06,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.47,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",62.13,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.02,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",85,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",256.91,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.61,"provisorisch"
"2024-01-04T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.72,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.67,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.41,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962.53,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",114.35,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.14,"provisorisch"
"2024-01-04T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.87,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.76,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",61.47,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.11,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",222.14,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.01,"provisorisch"
"2024-01-04T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.11,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.04,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.27,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.5,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",15.48,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",257.91,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.6,"provisorisch"
"2024-01-04T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.72,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.28,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",70.11,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",136.95,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.54,"provisorisch"
"2024-01-04T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.83,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.22,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",60.84,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.65,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",220.5,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.76,"provisorisch"
"2024-01-04T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.81,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.59,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",62.89,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.36,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",209.48,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.88,"provisorisch"
"2024-01-04T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.63,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.86,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.16,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.71,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",140.18,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.44,"provisorisch"
"2024-01-04T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.85,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.43,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",64.73,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.55,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",158.84,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.21,"provisorisch"
"2024-01-04T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.42,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.1,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.18,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.37,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",154.2,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.98,"provisorisch"
"2024-01-04T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.18,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.21,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.19,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.82,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",148.97,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2024-01-04T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.43,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.75,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.34,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.56,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",100.25,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.15,"provisorisch"
"2024-01-04T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.65,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.83,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.3,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",152.96,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.97,"provisorisch"
"2024-01-04T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.01,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.25,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.31,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.82,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",157.94,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.17,"provisorisch"
"2024-01-04T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.56,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.3,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",71.46,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.41,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",99.72,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2024-01-04T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.95,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.76,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.04,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",152.53,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.15,"provisorisch"
"2024-01-04T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.19,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.74,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.94,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.52,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",153.2,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.37,"provisorisch"
"2024-01-04T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.74,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.76,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",75.91,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.15,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",99.92,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.04,"provisorisch"
"2024-01-04T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.29,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.61,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.55,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.74,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",146.62,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.05,"provisorisch"
"2024-01-04T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.11,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.28,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.2,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.21,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",154.78,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.09,"provisorisch"
"2024-01-04T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.57,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.42,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.26,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.9,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",242.96,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.07,"provisorisch"
"2024-01-04T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.24,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.21,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.3,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",137.28,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.37,"provisorisch"
"2024-01-04T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.42,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.92,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",90.62,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.85,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",159.49,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.32,"provisorisch"
"2024-01-04T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.68,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.1,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.72,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.48,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",200.9,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.02,"provisorisch"
"2024-01-04T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.16,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.83,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.88,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",142.57,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.51,"provisorisch"
"2024-01-04T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.58,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.63,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",94.76,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.45,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",316.6,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.07,"provisorisch"
"2024-01-04T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.41,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.88,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.75,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.02,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",237.71,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.06,"provisorisch"
"2024-01-04T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.29,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.96,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.03,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.31,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",160.43,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.39,"provisorisch"
"2024-01-05T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.79,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.5,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",94.23,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.88,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",137,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0,"provisorisch"
"2024-01-05T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.63,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.42,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","WD","h1","°",NA,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",NA,"provisorisch"
"2024-01-05T00:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.17,"provisorisch"
"2024-01-05T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.49,"provisorisch"
"2024-01-05T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.4,"provisorisch"
"2024-01-05T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.92,"provisorisch"
