"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.46,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.82,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",980.86,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",255.83,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.72,"provisorisch"
"2024-01-26T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.81,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.24,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.57,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",983.34,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.34,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.58,"provisorisch"
"2024-01-26T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.82,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",90.44,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",981.01,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",130.43,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.14,"provisorisch"
"2024-01-26T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.53,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.91,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",981.32,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",309.67,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.42,"provisorisch"
"2024-01-26T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.17,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.27,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.61,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",983.82,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",121.96,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.15,"provisorisch"
"2024-01-26T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.83,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.91,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.76,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",981.51,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",150.06,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.15,"provisorisch"
"2024-01-26T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.42,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.66,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",981.57,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",297.75,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.45,"provisorisch"
"2024-01-26T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.91,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.08,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.87,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",984.12,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",22.99,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.08,"provisorisch"
"2024-01-26T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.53,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.59,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",90.51,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",981.72,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",156.72,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.11,"provisorisch"
"2024-01-26T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.21,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.07,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.81,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",981.74,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",353.9,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.68,"provisorisch"
"2024-01-26T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.9,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.75,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.91,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",984.29,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",354.78,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2024-01-26T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.61,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.5,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",89.15,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",981.88,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",101.4,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.23,"provisorisch"
"2024-01-26T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.31,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.37,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.7,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",982,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",304.43,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.98,"provisorisch"
"2024-01-26T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.04,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.02,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.8,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",984.6,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",337.85,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.54,"provisorisch"
"2024-01-26T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.88,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.65,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.91,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",982.17,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",84.15,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.19,"provisorisch"
"2024-01-26T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.33,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.35,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.08,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",982.2,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",20.02,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.78,"provisorisch"
"2024-01-27T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.9,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.94,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.89,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","p","h1","hPa",984.82,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",338.08,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.62,"provisorisch"
"2024-01-27T00:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.83,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.56,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.61,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",982.47,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","WD","h1","°",93.87,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.43,"provisorisch"
"2024-01-27T00:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.55,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.56,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.77,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",982.51,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",19.12,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.27,"provisorisch"
"2024-01-27T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.31,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.2,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81.72,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",985.12,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",338.36,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.42,"provisorisch"
"2024-01-27T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.82,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.93,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.89,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",982.86,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",95,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.51,"provisorisch"
"2024-01-27T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.55,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.71,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.19,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",982.84,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",28.91,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.29,"provisorisch"
"2024-01-27T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.32,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.93,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.82,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","p","h1","hPa",985.5,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",335.49,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.22,"provisorisch"
"2024-01-27T02:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.38,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.01,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",983.22,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","WD","h1","°",96.05,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.59,"provisorisch"
"2024-01-27T02:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.65,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.65,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.31,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",983.12,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",359.22,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.98,"provisorisch"
"2024-01-27T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.07,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.72,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.75,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","p","h1","hPa",985.83,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",328.26,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.59,"provisorisch"
"2024-01-27T03:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.82,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.05,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.21,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",983.54,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","WD","h1","°",105.25,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.32,"provisorisch"
"2024-01-27T03:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.41,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.98,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",983.28,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",355.26,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.66,"provisorisch"
"2024-01-27T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.76,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.39,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.47,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","p","h1","hPa",986,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",346.01,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.24,"provisorisch"
"2024-01-27T04:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.81,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.72,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.5,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",983.76,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","WD","h1","°",109.31,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.27,"provisorisch"
"2024-01-27T04:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.33,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.76,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.04,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",983.62,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",0.77,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.01,"provisorisch"
"2024-01-27T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.05,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.7,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.6,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","p","h1","hPa",986.34,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",342.94,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.4,"provisorisch"
"2024-01-27T05:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.7,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.32,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.49,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",984.04,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","WD","h1","°",102.65,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.33,"provisorisch"
"2024-01-27T05:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.4,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.09,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.44,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",983.82,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",355.94,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.78,"provisorisch"
"2024-01-27T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.85,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.27,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.02,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","p","h1","hPa",986.55,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",14.39,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.01,"provisorisch"
"2024-01-27T06:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.81,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.24,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.07,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",984.24,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","WD","h1","°",103.4,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.26,"provisorisch"
"2024-01-27T06:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.29,"provisorisch"
"2024-01-27T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.6,"provisorisch"
"2024-01-27T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.69,"provisorisch"
"2024-01-27T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",983.91,"provisorisch"
"2024-01-27T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-27T07:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.12,"provisorisch"
